"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Undergraduate","43","49","2","0","35","16","159","87","0","1","1,077","792","53","36","50","54","12","12","1,431","1,047","0","2,478","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","43","49","2","0","35","16","159","87","0","1","1,077","792","53","36","50","54","12","12","1,431","1,047","0","2,478","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","166","112","8","6","62","26","615","265","1","1","1,262","754","52","45","3","5","125","72","2,294","1,286","0","3,580","1",
"Graduate","120","38","2","1","22","2","146","42","1","0","1,007","311","14","3","0","0","100","34","1,412","431","0","1,843","2",
"Total","286","150","10","7","84","28","761","307","2","1","2,269","1,065","66","48","3","5","225","106","3,706","1,717","0","5,423","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","3","0","0","1","0","0","1","0","0","18","27","0","0","0","0","0","0","21","31","0","52","2",
"Total","2","3","0","0","1","0","0","1","0","0","18","27","0","0","0","0","0","0","21","31","0","52","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","37","38","1","0","2","2","4","6","1","1","257","209","10","5","0","0","6","7","318","268","0","586","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","37","38","1","0","2","2","4","6","1","1","257","209","10","5","0","0","6","7","318","268","0","586","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","12","0","0","0","3","1","2","0","0","0","186","29","0","0","0","0","0","0","203","30","0","233","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","16","1","0","0","0","0","0","0","16","1","0","17","2",
"Total","12","0","0","0","3","1","2","0","0","0","202","30","0","0","0","0","0","0","219","31","0","250","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","125","82","6","3","69","63","152","110","3","1","1,384","1,462","30","35","13","35","478","388","2,260","2,179","0","4,439","1",
"Graduate","2","3","0","0","5","5","1","4","0","0","157","85","3","1","140","329","124","40","432","467","0","899","2",
"Total","127","85","6","3","74","68","153","114","3","1","1,541","1,547","33","36","153","364","602","428","2,692","2,646","0","5,338","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","3","0","1","1","28","19","29","1","0","54","65","0","1","26","71","21","28","131","226","0","357","2",
"Total","9","3","0","1","1","28","19","29","1","0","54","65","0","1","26","71","21","28","131","226","0","357","4",
"Center for Psychoanalytic Study","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","2",
"Total","0","1","0","0","1","1","0","0","0","0","2","1","0","0","0","0","0","0","3","3","0","6","4",
"Chicago ORT Technical Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","1","1","0","0","0","0","8","3","1","1","0","0","1","0","11","5","0","16","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","1","1","0","0","0","0","8","3","1","1","0","0","1","0","11","5","0","16","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","41","30","0","0","2","4","8","5","0","0","69","49","5","6","4","21","4","3","133","118","0","251","2",
"Total","41","30","0","0","2","4","8","5","0","0","69","49","5","6","4","21","4","3","133","118","0","251","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","768","532","13","11","154","131","564","414","6","2","2,665","2,056","258","143","168","123","383","217","4,979","3,629","0","8,608","1",
"Graduate","35","17","0","1","8","2","14","13","0","0","130","69","6","1","33","14","4","6","230","123","0","353","2",
"Total","803","549","13","12","162","133","578","427","6","2","2,795","2,125","264","144","201","137","387","223","5,209","3,752","0","8,961","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","98","90","2","1","29","15","237","133","1","2","443","338","23","13","4","9","36","35","873","636","0","1,509","1",
"Graduate","522","150","3","2","51","16","251","105","3","3","1,674","745","43","19","67","58","12","5","2,626","1,103","0","3,729","2",
"Total","620","240","5","3","80","31","488","238","4","5","2,117","1,083","66","32","71","67","48","40","3,499","1,739","0","5,238","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","782","515","7","4","611","705","1,598","1,229","13","9","4,530","4,173","335","257","224","318","292","359","8,392","7,569","0","15,961","1",
"Graduate","522","284","7","2","271","281","350","279","2","3","1,859","1,853","104","59","564","471","346","321","4,025","3,553","0","7,578","2",
"Total","1,304","799","14","6","882","986","1,948","1,508","15","12","6,389","6,026","439","316","788","789","638","680","12,417","11,122","0","23,539","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","114","37","1","1","40","23","717","355","5","0","572","287","12","4","13","51","27","13","1,501","771","0","2,272","1",
"Graduate","160","25","3","0","33","11","113","36","3","2","606","185","8","2","16","10","172","39","1,114","310","0","1,424","2",
"Total","274","62","4","1","73","34","830","391","8","2","1,178","472","20","6","29","61","199","52","2,615","1,081","0","3,696","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","160","147","2","2","37","70","52","50","0","0","8","5","7","3","2","2","1","4","269","283","0","552","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","160","147","2","2","37","70","52","50","0","0","8","5","7","3","2","2","1","4","269","283","0","552","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","76","67","1","0","108","52","275","197","1","3","1,153","752","56","36","2","2","25","34","1,697","1,143","0","2,840","1",
"Graduate","18","8","0","0","16","11","32","10","0","1","220","113","3","3","4","5","9","5","302","156","0","458","2",
"Total","94","75","1","0","124","63","307","207","1","4","1,373","865","59","39","6","7","34","39","1,999","1,299","0","3,298","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","45","3","2","0","5","1","43","1","0","0","119","6","4","0","5","0","7","1","230","12","0","242","2",
"Total","45","3","2","0","5","1","43","1","0","0","119","6","4","0","5","0","7","1","230","12","0","242","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","13","19","1","1","4","1","13","5","2","1","316","269","16","11","3","3","11","6","379","316","0","695","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","13","19","1","1","4","1","13","5","2","1","316","269","16","11","3","3","11","6","379","316","0","695","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","42","25","0","1","9","14","5","6","0","0","107","78","1","2","15","27","2","3","181","156","0","337","2",
"Total","42","25","0","1","9","14","5","6","0","0","107","78","1","2","15","27","2","3","181","156","0","337","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","44","60","3","4","4","6","20","41","0","1","372","291","2","2","13","27","82","105","540","537","0","1,077","1",
"Graduate","11","10","2","0","1","0","3","3","0","0","95","60","0","1","0","1","41","16","153","91","0","244","2",
"Total","55","70","5","4","5","6","23","44","0","1","467","351","2","3","13","28","123","121","693","628","0","1,321","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","428","61","0","1","0","0","29","5","457","67","0","524","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","3","2",
"Total","0","0","0","0","0","0","0","0","0","0","428","64","0","1","0","0","29","5","457","70","0","527","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","60","54","1","1","5","5","47","50","0","1","341","309","16","19","21","14","2","6","493","459","0","952","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","3","0","0","3","2",
"Total","60","54","1","1","5","5","47","50","0","1","344","309","16","19","21","14","2","6","496","459","0","955","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","1","0","0","149","33","9","10","1","0","219","85","7","5","81","41","0","0","472","175","0","647","2",
"Total","6","1","0","0","149","33","9","10","1","0","219","85","7","5","81","41","0","0","472","175","0","647","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","52","122","2","8","108","277","140","316","4","0","247","708","16","37","268","506","56","122","893","2,096","0","2,989","1",
"Graduate","58","54","0","1","56","78","93","87","1","1","386","528","18","33","1,055","2,073","103","176","1,770","3,031","0","4,801","2",
"Total","110","176","2","9","164","355","233","403","5","1","633","1,236","34","70","1,323","2,579","159","298","2,663","5,127","0","7,790","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","44","30","1","0","44","34","75","48","1","0","716","592","28","21","95","75","23","15","1,027","815","0","1,842","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","44","30","1","0","44","34","75","48","1","0","716","592","28","21","95","75","23","15","1,027","815","0","1,842","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","16","1","3","0","1","0","7","1","2","0","69","15","1","0","0","0","0","0","99","17","0","116","2",
"Total","16","1","3","0","1","0","7","1","2","0","69","15","1","0","0","0","0","0","99","17","0","116","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","63","26","0","1","16","9","114","72","1","3","364","276","9","5","20","11","72","48","659","451","0","1,110","1",
"Graduate","13","6","0","0","1","1","8","8","1","0","64","43","1","2","2","2","8","4","98","66","0","164","2",
"Total","76","32","0","1","17","10","122","80","2","3","428","319","10","7","22","13","80","52","757","517","0","1,274","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","1","3","1","2","0","0","95","130","0","0","97","135","0","232","2",
"Total","0","0","0","0","0","0","0","0","1","3","1","2","0","0","95","130","0","0","97","135","0","232","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","72","39","2","1","52","32","127","63","0","0","421","314","24","16","87","85","42","21","827","571","0","1,398","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","72","39","2","1","52","32","127","63","0","0","421","314","24","16","87","85","42","21","827","571","0","1,398","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","54","50","1","3","50","30","157","104","0","0","516","397","21","28","56","61","29","15","884","688","0","1,572","1",
"Graduate","1","0","0","0","2","0","0","1","0","0","15","9","0","0","0","0","0","0","18","10","0","28","2",
"Total","55","50","1","3","52","30","157","105","0","0","531","406","21","28","56","61","29","15","902","698","0","1,600","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","15","13","1","0","18","21","6","14","1","0","81","81","2","0","0","1","65","82","189","212","0","401","2",
"Total","15","13","1","0","18","21","6","14","1","0","81","81","2","0","0","1","65","82","189","212","0","401","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","26","5","2","0","5","3","3","2","0","0","240","36","2","0","0","0","0","0","278","46","0","324","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","26","5","2","0","5","3","3","2","0","0","240","36","2","0","0","0","0","0","278","46","0","324","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","179","119","4","1","88","89","512","374","7","4","1,644","1,303","81","59","14","32","72","70","2,601","2,051","0","4,652","1",
"Graduate","200","83","5","1","37","16","123","54","2","4","778","366","12","11","24","56","166","89","1,347","680","0","2,027","2",
"Total","379","202","9","2","125","105","635","428","9","8","2,422","1,669","93","70","38","88","238","159","3,948","2,731","0","6,679","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","16","29","5","1","3","2","8","14","1","0","192","220","5","3","11","17","1","0","242","286","0","528","1",
"Graduate","24","14","3","1","1","1","3","5","0","1","97","182","5","4","7","5","2","3","142","216","0","358","2",
"Total","40","43","8","2","4","3","11","19","1","1","289","402","10","7","18","22","3","3","384","502","0","886","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","257","210","2","1","4","1","34","42","0","1","368","205","22","16","0","4","14","13","701","493","0","1,194","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","257","210","2","1","4","1","34","42","0","1","368","205","22","16","0","4","14","13","701","493","0","1,194","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","323","159","6","0","797","426","1,003","520","14","19","4,045","2,107","337","189","314","265","351","204","7,190","3,889","0","11,079","1",
"Graduate","378","140","9","3","205","138","318","139","5","6","2,059","1,209","66","36","267","184","115","81","3,422","1,936","0","5,358","2",
"Total","701","299","15","3","1,002","564","1,321","659","19","25","6,104","3,316","403","225","581","449","466","285","10,612","5,825","0","16,437","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","6","2","0","1","3","3","6","0","0","70","72","0","0","13","32","0","0","95","119","0","214","2",
"Total","6","6","2","0","1","3","3","6","0","0","70","72","0","0","13","32","0","0","95","119","0","214","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","97","21","0","0","0","0","44","12","0","0","50","6","4","1","0","0","0","0","195","40","0","235","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","97","21","0","0","0","0","44","12","0","0","50","6","4","1","0","0","0","0","195","40","0","235","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","17","52","0","0","1","0","18","20","0","1","250","175","4","10","0","0","2","21","292","279","0","571","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","17","52","0","0","1","0","18","20","0","1","250","175","4","10","0","0","2","21","292","279","0","571","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","46","43","0","0","3","6","11","43","0","0","39","28","0","1","4","10","1","0","104","131","0","235","2",
"Total","46","43","0","0","3","6","11","43","0","0","39","28","0","1","4","10","1","0","104","131","0","235","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","149","187","10","11","15","10","55","52","2","2","924","670","23","27","11","34","76","85","1,265","1,078","0","2,343","1",
"Graduate","41","22","4","2","0","4","7","5","2","0","389","166","1","1","1","2","10","6","455","208","0","663","2",
"Total","190","209","14","13","15","14","62","57","4","2","1,313","836","24","28","12","36","86","91","1,720","1,286","0","3,006","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","5","4","1","0","0","0","4","0","0","0","50","26","0","0","2","1","3","3","65","34","0","99","2",
"Total","5","4","1","0","0","0","4","0","0","0","50","26","0","0","2","1","3","3","65","34","0","99","4",
"Methodist College","","","","","","","","","","","","","","","","",
"Undergraduate","55","9","1","0","9","5","14","3","0","0","431","56","12","2","0","0","5","1","527","76","0","603","1",
"Graduate","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0","0","3","2",
"Total","55","9","1","0","9","5","15","3","0","0","432","56","13","2","0","0","5","1","530","76","0","606","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","36","19","4","1","418","320","58","56","6","3","1,081","760","46","39","24","18","30","13","1,703","1,229","0","2,932","2",
"Total","36","19","4","1","418","320","58","56","6","3","1,081","760","46","39","24","18","30","13","1,703","1,229","0","2,932","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","150","123","2","2","15","10","66","58","0","0","886","613","38","36","25","25","8","6","1,190","873","0","2,063","1",
"Graduate","5","3","1","0","1","1","1","0","0","0","48","25","2","2","1","1","0","0","59","32","0","91","2",
"Total","155","126","3","2","16","11","67","58","0","0","934","638","40","38","26","26","8","6","1,249","905","0","2,154","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","49","65","2","5","15","8","76","62","0","0","412","331","11","12","34","45","30","39","629","567","0","1,196","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","49","65","2","5","15","8","76","62","0","0","412","331","11","12","34","45","30","39","629","567","0","1,196","4",
"Moody Bible Institute","","","","","","","","","","","","","","","","",
"Undergraduate","44","69","1","1","35","32","52","92","2","4","651","800","24","27","73","83","258","254","1,140","1,362","0","2,502","1",
"Graduate","39","44","0","1","17","42","13","17","0","1","67","220","3","4","40","45","27","47","206","421","0","627","2",
"Total","83","113","1","2","52","74","65","109","2","5","718","1,020","27","31","113","128","285","301","1,346","1,783","0","3,129","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","2","0","0","0","0","1","8","1","0","5","72","0","0","0","0","0","2","7","84","0","91","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","2","0","0","0","0","1","8","1","0","5","72","0","0","0","0","0","2","7","84","0","91","4",
"Morthland College","","","","","","","","","","","","","","","","",
"Undergraduate","4","15","1","3","0","0","9","2","0","0","14","36","1","1","0","0","3","11","32","68","0","100","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","15","1","3","0","0","9","2","0","0","14","36","1","1","0","0","3","11","32","68","0","100","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","2","0","0","3","0","1","2","0","0","6","1","1","0","0","0","0","0","13","5","0","18","2",
"Total","2","2","0","0","3","0","1","2","0","0","6","1","1","0","0","0","0","0","13","5","0","18","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","374","70","5","0","26","7","306","83","3","1","249","89","18","6","5","4","29","12","1,015","272","0","1,287","1",
"Graduate","594","126","6","0","83","16","294","79","7","1","1,412","351","22","14","7","2","107","30","2,532","619","0","3,151","2",
"Total","968","196","11","0","109","23","600","162","10","2","1,661","440","40","20","12","6","136","42","3,547","891","0","4,438","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","11","1","0","1","4","2","5","4","0","1","56","21","0","1","0","0","2","1","78","32","0","110","1",
"Graduate","31","10","1","0","25","18","16","3","1","2","212","145","15","6","2","1","8","3","311","188","0","499","2",
"Total","42","11","1","1","29","20","21","7","1","3","268","166","15","7","2","1","10","4","389","220","0","609","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","37","67","4","2","41","27","160","139","3","0","1,031","854","50","37","26","20","100","117","1,452","1,263","0","2,715","1",
"Graduate","6","3","0","0","3","1","15","9","0","0","99","91","2","0","5","3","5","5","135","112","0","247","2",
"Total","43","70","4","2","44","28","175","148","3","0","1,130","945","52","37","31","23","105","122","1,587","1,375","0","2,962","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","109","76","2","1","96","45","305","152","14","16","670","392","62","33","57","53","48","20","1,363","788","0","2,151","1",
"Graduate","95","32","2","1","62","27","62","34","7","0","358","154","11","1","15","22","72","51","684","322","0","1,006","2",
"Total","204","108","4","2","158","72","367","186","21","16","1,028","546","73","34","72","75","120","71","2,047","1,110","0","3,157","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","26","25","0","1","0","4","1","3","0","1","27","91","0","4","1","3","0","0","55","132","0","187","2",
"Total","26","25","0","1","0","4","1","3","0","1","27","91","0","4","1","3","0","0","55","132","0","187","4",
"NorthShore University HealthSystem School of Nurse Anesthesia","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","0","0","7","3","2","1","0","0","31","5","0","0","0","0","6","2","47","12","0","59","2",
"Total","1","1","0","0","7","3","2","1","0","0","31","5","0","0","0","0","6","2","47","12","0","59","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","313","210","1","2","752","767","530","469","0","0","2,136","2,293","231","173","355","378","106","123","4,424","4,415","0","8,839","1",
"Graduate","293","257","10","7","627","746","339","366","7","7","2,494","3,147","104","122","1,186","1,724","739","641","5,799","7,017","0","12,816","2",
"Total","606","467","11","9","1,379","1,513","869","835","7","7","4,630","5,440","335","295","1,541","2,102","845","764","10,223","11,432","0","21,655","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","185","92","3","2","43","20","152","84","3","1","1,627","1,069","41","28","5","21","12","15","2,071","1,332","0","3,403","1",
"Graduate","168","37","7","1","81","11","90","8","2","1","867","199","1","1","1","0","6","8","1,223","266","0","1,489","2",
"Total","353","129","10","3","124","31","242","92","5","2","2,494","1,268","42","29","6","21","18","23","3,294","1,598","0","4,892","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","2","7","1","1","3","2","12","6","0","1","170","164","4","6","39","37","4","5","235","229","0","464","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","7","1","1","3","2","12","6","0","1","170","164","4","6","39","37","4","5","235","229","0","464","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","45","84","2","0","6","8","23","22","2","4","465","336","9","9","0","5","70","50","622","518","0","1,140","1",
"Graduate","7","2","2","0","2","0","0","0","0","0","55","30","0","0","0","1","36","18","102","51","0","153","2",
"Total","52","86","4","0","8","8","23","22","2","4","520","366","9","9","0","6","106","68","724","569","0","1,293","4",
"Realtor University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","3","3","0","0","1","1","4","2","2","1","20","22","0","0","0","0","3","3","33","32","0","65","2",
"Total","3","3","0","0","1","1","4","2","2","1","20","22","0","0","0","0","3","3","33","32","0","65","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","42","10","2","0","42","23","73","17","2","0","128","26","27","3","1","0","25","5","342","84","0","426","1",
"Graduate","6","1","0","0","13","1","9","3","1","0","20","2","5","0","0","0","3","0","57","7","0","64","2",
"Total","48","11","2","0","55","24","82","20","3","0","148","28","32","3","1","0","28","5","399","91","0","490","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","378","341","2","3","34","36","459","328","2","1","417","559","21","26","8","11","32","28","1,353","1,333","0","2,686","1",
"Graduate","75","47","1","0","4","12","51","25","0","1","57","63","2","4","10","12","5","1","205","165","0","370","2",
"Total","453","388","3","3","38","48","510","353","2","2","474","622","23","30","18","23","37","29","1,558","1,498","0","3,056","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","40","48","0","1","7","9","87","59","0","0","437","260","22","12","10","16","29","24","632","429","0","1,061","1",
"Graduate","5","10","0","0","0","1","11","4","0","0","79","66","0","2","7","11","12","12","114","106","0","220","2",
"Total","45","58","0","1","7","10","98","63","0","0","516","326","22","14","17","27","41","36","746","535","0","1,281","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","407","170","5","1","96","66","490","265","3","4","917","532","55","31","71","77","29","20","2,073","1,166","0","3,239","1",
"Graduate","301","88","2","2","113","54","135","64","3","1","653","326","48","16","158","95","39","15","1,452","661","0","2,113","2",
"Total","708","258","7","3","209","120","625","329","6","5","1,570","858","103","47","229","172","68","35","3,525","1,827","0","5,352","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","76","34","2","4","264","281","57","46","0","4","646","522","30","27","40","40","80","61","1,195","1,019","0","2,214","2",
"Total","76","34","2","4","264","281","57","46","0","4","646","522","30","27","40","40","80","61","1,195","1,019","0","2,214","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","8","3","1","0","10","4","26","8","0","1","39","24","0","2","0","0","5","3","89","45","0","134","1",
"Graduate","111","25","4","2","169","105","137","55","2","2","1,232","327","30","11","25","18","85","41","1,795","586","0","2,381","2",
"Total","119","28","5","2","179","109","163","63","2","3","1,271","351","30","13","25","18","90","44","1,884","631","0","2,515","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","51","46","10","1","276","67","177","83","5","0","716","316","58","21","693","210","76","38","2,062","782","0","2,844","1",
"Graduate","20","18","0","1","35","15","54","31","0","0","210","95","7","5","145","56","42","14","513","235","0","748","2",
"Total","71","64","10","2","311","82","231","114","5","0","926","411","65","26","838","266","118","52","2,575","1,017","0","3,592","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","8","2","0","0","3","3","5","2","0","0","22","27","1","0","0","0","2","1","41","35","0","76","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","2","0","0","3","3","5","2","0","0","22","27","1","0","0","0","2","1","41","35","0","76","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","24","4","0","0","0","0","2","2","0","0","78","64","0","0","0","0","0","0","104","70","0","174","2",
"Total","24","4","0","0","0","0","2","2","0","0","78","64","0","0","0","0","0","0","104","70","0","174","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","11","1","0","0","8","1","24","2","1","0","170","19","2","2","0","0","1","1","217","26","0","243","1",
"Graduate","7","0","1","0","1","0","9","0","0","0","55","6","0","0","0","0","0","0","73","6","0","79","2",
"Total","18","1","1","0","9","1","33","2","1","0","225","25","2","2","0","0","1","1","290","32","0","322","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","25","4","0","0","14","14","1,087","266","0","0","1","5","0","2","16","3","51","26","1,194","320","0","1,514","1",
