"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","156","58","6","3","50","19","180","64","0","0","1,008","507","0","0","2","0","18","4","1,420","655","0","2,075","1",
"Graduate","66","24","2","1","15","8","113","39","0","0","1,149","403","0","0","1","1","33","16","1,379","492","0","1,871","2",
"Total","222","82","8","4","65","27","293","103","0","0","2,157","910","0","0","3","1","51","20","2,799","1,147","0","3,946","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","211","87","0","6","209","157","111","59","0","0","566","465","0","0","15","10","589","508","1,701","1,292","0","2,993","1",
"Graduate","107","41","1","2","51","31","37","22","0","0","463","236","0","0","22","17","378","172","1,059","521","0","1,580","2",
"Total","318","128","1","8","260","188","148","81","0","0","1,029","701","0","0","37","27","967","680","2,760","1,813","0","4,573","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","2","1","0","1","1","1","3","0","0","44","46","0","0","2","6","0","0","50","58","0","108","2",
"Total","1","2","1","0","1","1","1","3","0","0","44","46","0","0","2","6","0","0","50","58","0","108","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","24","25","1","1","2","4","5","4","0","0","294","238","0","0","0","2","11","6","337","280","0","617","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","24","25","1","1","2","4","5","4","0","0","294","238","0","0","0","2","11","6","337","280","0","617","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","8","0","1","0","7","0","2","0","0","0","163","16","0","0","0","0","13","1","194","17","0","211","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","8","0","1","0","7","0","2","0","0","0","163","16","0","0","0","0","13","1","194","17","0","211","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","218","104","11","8","106","88","98","66","0","0","2,356","2,015","0","0","15","24","41","66","2,845","2,371","0","5,216","1",
"Graduate","18","11","0","3","6","3","3","2","0","0","272","237","0","0","76","160","21","25","396","441","0","837","2",
"Total","236","115","11","11","112","91","101","68","0","0","2,628","2,252","0","0","91","184","62","91","3,241","2,812","0","6,053","4",
"Brisk Rabbinical College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","6","0","6","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","6","0","6","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","16","23","0","0","10","77","15","29","0","0","103","101","0","0","17","51","12","23","173","304","0","477","2",
"Total","16","23","0","0","10","77","15","29","0","0","103","101","0","0","17","51","12","23","173","304","0","477","4",
"Chicago Baptist Institute","","","","","","","","","","","","","","","","",
"Undergraduate","57","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","97","0","154","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","57","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","57","97","0","154","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","28","20","0","0","2","6","2","3","0","0","79","63","0","0","6","27","0","0","117","119","0","236","2",
"Total","28","20","0","0","2","6","2","3","0","0","79","63","0","0","6","27","0","0","117","119","0","236","4",
"Christian Life College","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","2","2","0","1","0","0","16","14","0","0","2","2","0","0","21","19","0","40","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","0","0","0","2","2","0","1","0","0","16","14","0","0","2","2","0","0","21","19","0","40","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","910","689","28","34","212","168","527","520","0","0","3,536","3,697","0","0","67","61","464","453","5,744","5,622","0","11,366","1",
"Graduate","72","15","3","1","10","3","30","12","0","0","270","139","0","0","24","5","47","24","456","199","0","655","2",
"Total","982","704","31","35","222","171","557","532","0","0","3,806","3,836","0","0","91","66","511","477","6,200","5,821","0","12,021","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","67","71","0","0","10","5","77","32","0","0","449","263","0","0","1","0","87","59","691","430","0","1,121","1",
"Graduate","363","57","3","2","44","15","184","50","0","0","1,559","382","0","0","2","2","258","84","2,413","592","0","3,005","2",
"Total","430","128","3","2","54","20","261","82","0","0","2,008","645","0","0","3","2","345","143","3,104","1,022","0","4,126","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","856","428","26","16","601","695","1,121","725","0","0","4,839","4,038","0","0","88","130","809","652","8,340","6,684","0","15,024","1",
"Graduate","454","235","16","13","246","271","268","188","0","0","2,364","2,221","0","0","297","389","642","773","4,287","4,090","0","8,377","2",
"Total","1,310","663","42","29","847","966","1,389","913","0","0","7,203","6,259","0","0","385","519","1,451","1,425","12,627","10,774","0","23,401","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","86","30","1","0","42","9","227","109","0","0","687","272","0","0","7","25","65","38","1,115","483","0","1,598","1",
"Graduate","76","14","3","0","29","10","83","19","0","0","772","207","0","0","55","102","270","100","1,288","452","0","1,740","2",
"Total","162","44","4","0","71","19","310","128","0","0","1,459","479","0","0","62","127","335","138","2,403","935","0","3,338","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","559","250","1","1","12","9","87","47","0","0","22","13","0","0","55","72","8","14","744","406","0","1,150","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","559","250","1","1","12","9","87","47","0","0","22","13","0","0","55","72","8","14","744","406","0","1,150","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","63","44","5","5","82","46","136","69","0","0","1,430","783","0","0","21","10","106","88","1,843","1,045","0","2,888","1",
"Graduate","10","4","0","0","14","5","5","2","0","0","132","104","0","0","0","0","15","5","176","120","0","296","2",
"Total","73","48","5","5","96","51","141","71","0","0","1,562","887","0","0","21","10","121","93","2,019","1,165","0","3,184","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","55","1","0","0","10","1","39","1","0","0","183","7","0","0","8","0","8","1","303","11","0","314","2",
"Total","55","1","0","0","10","1","39","1","0","0","183","7","0","0","8","0","8","1","303","11","0","314","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","14","12","0","4","3","4","10","8","0","0","343","267","0","0","2","1","2","2","374","298","0","672","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","14","12","0","4","3","4","10","8","0","0","343","267","0","0","2","1","2","2","374","298","0","672","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","32","26","2","2","8","8","2","4","0","0","125","72","0","0","12","18","4","0","185","130","0","315","2",
"Total","32","26","2","2","8","8","2","4","0","0","125","72","0","0","12","18","4","0","185","130","0","315","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","47","47","4","4","11","2","11","11","0","0","626","538","0","0","6","11","37","19","742","632","0","1,374","1",
"Graduate","4","1","0","0","0","0","3","0","0","0","90","31","0","0","0","1","21","3","118","36","0","154","2",
"Total","51","48","4","4","11","2","14","11","0","0","716","569","0","0","6","12","58","22","860","668","0","1,528","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","374","41","0","0","0","0","0","0","374","41","0","415","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","7","0","7","2",
"Total","0","0","0","0","0","0","0","0","0","0","374","48","0","0","0","0","0","0","374","48","0","422","4",
"Illinois Baptist College","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","0","0","0","0","0","0","1","6","0","0","6","20","0","0","8","26","0","34","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","0","0","0","0","0","0","0","0","0","1","6","0","0","6","20","0","0","8","26","0","34","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","16","18","3","4","4","3","8","9","0","0","467","428","0","0","14","10","12","18","524","490","0","1,014","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","16","18","3","4","4","3","8","9","0","0","467","428","0","0","14","10","12","18","524","490","0","1,014","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","2","2","0","104","41","10","5","0","0","224","125","0","0","62","30","0","0","411","203","0","614","2",
"Total","9","2","2","0","104","41","10","5","0","0","224","125","0","0","62","30","0","0","411","203","0","614","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","42","56","6","5","119","246","45","137","0","0","294","994","0","0","112","289","71","160","689","1,887","0","2,576","1",
"Graduate","110","87","5","1","124","147","69","60","0","0","663","987","0","0","702","1,495","115","136","1,788","2,913","0","4,701","2",
"Total","152","143","11","6","243","393","114","197","0","0","957","1,981","0","0","814","1,784","186","296","2,477","4,800","0","7,277","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","56","54","5","3","57","29","47","16","0","0","970","710","0","0","24","31","54","38","1,213","881","0","2,094","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","56","54","5","3","57","29","47","16","0","0","970","710","0","0","24","31","54","38","1,213","881","0","2,094","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","7","2","0","1","2","1","3","0","0","0","59","10","0","0","0","0","0","0","71","14","0","85","2",
"Total","7","2","0","1","2","1","3","0","0","0","59","10","0","0","0","0","0","0","71","14","0","85","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","23","16","0","1","6","3","30","32","0","0","416","291","0","0","28","24","188","82","691","449","0","1,140","1",
"Graduate","3","3","0","1","0","0","0","0","0","0","24","23","0","0","2","1","20","13","49","41","0","90","2",
"Total","26","19","0","2","6","3","30","32","0","0","440","314","0","0","30","25","208","95","740","490","0","1,230","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","1","1","0","2","4","0","0","0","0","2","5","0","0","10","50","2","2","18","62","0","80","2",
"Total","1","1","1","0","2","4","0","0","0","0","2","5","0","0","10","50","2","2","18","62","0","80","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","38","20","7","1","46","42","46","27","0","0","577","440","0","0","48","36","27","16","789","582","0","1,371","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","38","20","7","1","46","42","46","27","0","0","577","440","0","0","48","36","27","16","789","582","0","1,371","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","36","22","3","2","36","33","52","29","0","0","662","449","0","0","61","51","0","0","850","586","0","1,436","1",
"Graduate","0","1","0","0","0","0","0","0","0","0","14","5","0","0","0","0","0","0","14","6","0","20","2",
"Total","36","23","3","2","36","33","52","29","0","0","676","454","0","0","61","51","0","0","864","592","0","1,456","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","38","21","1","0","32","85","10","13","0","0","193","348","0","0","0","0","4","5","278","472","0","750","2",
"Total","38","21","1","0","32","85","10","13","0","0","193","348","0","0","0","0","4","5","278","472","0","750","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","34","15","2","0","10","9","8","0","0","0","149","19","0","0","0","0","0","0","203","43","0","246","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","34","15","2","0","10","9","8","0","0","0","149","19","0","0","0","0","0","0","203","43","0","246","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","284","136","3","2","93","49","263","171","0","0","1,569","1,065","0","0","48","57","82","26","2,342","1,506","0","3,848","1",
"Graduate","166","56","1","0","14","7","49","35","0","0","712","373","0","0","10","10","30","16","982","497","0","1,479","2",
"Total","450","192","4","2","107","56","312","206","0","0","2,281","1,438","0","0","58","67","112","42","3,324","2,003","0","5,327","4",
"Lexington College","","","","","","","","","","","","","","","","",
"Undergraduate","14","0","1","0","2","0","10","0","0","0","26","0","0","0","3","0","1","0","57","0","0","57","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","14","0","1","0","2","0","10","0","0","0","26","0","0","0","3","0","1","0","57","0","0","57","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","15","14","4","0","0","1","5","2","0","0","330","323","0","0","6","2","2","3","362","345","0","707","1",
"Graduate","4","4","2","0","0","0","1","1","0","0","93","225","0","0","3","11","2","2","105","243","0","348","2",
"Total","19","18","6","0","0","1","6","3","0","0","423","548","0","0","9","13","4","5","467","588","0","1,055","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","179","166","1","4","4","7","15","33","0","0","450","338","0","0","1","1","31","35","681","584","0","1,265","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","179","166","1","4","4","7","15","33","0","0","450","338","0","0","1","1","31","35","681","584","0","1,265","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","396","132","21","7","704","469","672","269","0","0","3,888","2,139","0","0","82","58","704","409","6,467","3,483","0","9,950","1",
"Graduate","320","102","6","7","193","115","181","83","0","0","2,368","1,396","0","0","157","104","357","206","3,582","2,013","0","5,595","2",
"Total","716","234","27","14","897","584","853","352","0","0","6,256","3,535","0","0","239","162","1,061","615","10,049","5,496","0","15,545","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","14","6","0","0","3","5","8","16","0","0","141","119","0","0","14","39","0","0","180","185","0","365","2",
"Total","14","6","0","0","3","5","8","16","0","0","141","119","0","0","14","39","0","0","180","185","0","365","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","67","10","0","0","4","1","23","2","0","0","39","10","0","0","7","8","0","0","140","31","0","171","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","67","10","0","0","4","1","23","2","0","0","39","10","0","0","7","8","0","0","140","31","0","171","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","30","47","1","1","2","1","7","9","0","0","355","126","0","0","2","0","44","23","441","207","0","648","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","30","47","1","1","2","1","7","9","0","0","355","126","0","0","2","0","44","23","441","207","0","648","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","42","32","0","0","4","7","7","4","0","0","64","46","0","0","9","18","8","10","134","117","0","251","2",
"Total","42","32","0","0","4","7","7","4","0","0","64","46","0","0","9","18","8","10","134","117","0","251","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","118","202","4","3","11","13","18","29","0","0","1,122","762","0","0","17","42","45","36","1,335","1,087","0","2,422","1",
"Graduate","44","15","3","1","0","1","5","3","0","0","570","186","0","0","1","1","46","14","669","221","0","890","2",
"Total","162","217","7","4","11","14","23","32","0","0","1,692","948","0","0","18","43","91","50","2,004","1,308","0","3,312","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","2","0","0","1","0","0","1","3","0","0","35","23","0","0","2","1","0","0","40","28","0","68","2",
"Total","2","0","0","1","0","0","1","3","0","0","35","23","0","0","2","1","0","0","40","28","0","68","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","22","9","1","0","252","146","22","13","0","0","770","443","0","0","12","10","169","109","1,248","730","0","1,978","2",
"Total","22","9","1","0","252","146","22","13","0","0","770","443","0","0","12","10","169","109","1,248","730","0","1,978","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","115","95","7","1","22","13","31","39","0","0","1,166","725","0","0","13","8","59","41","1,413","922","0","2,335","1",
"Graduate","2","0","1","0","1","2","1","0","0","0","16","15","0","0","0","2","1","0","22","19","0","41","2",
"Total","117","95","8","1","23","15","32","39","0","0","1,182","740","0","0","13","10","60","41","1,435","941","0","2,376","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","30","31","7","1","7","9","26","21","0","0","649","524","0","0","9","17","4","8","732","611","0","1,343","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","30","31","7","1","7","9","26","21","0","0","649","524","0","0","9","17","4","8","732","611","0","1,343","4",
"Moody Bible Institute","","","","","","","","","","","","","","","","",
"Undergraduate","34","59","4","7","28","34","30","41","0","0","716","925","0","0","27","42","112","177","951","1,285","0","2,236","1",
"Graduate","29","32","0","0","11","25","3","12","0","0","76","146","0","0","19","12","8","31","146","258","0","404","2",
"Total","63","91","4","7","39","59","33","53","0","0","792","1,071","0","0","46","54","120","208","1,097","1,543","0","2,640","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","3","11","0","0","0","2","0","5","0","0","11","112","0","0","0","0","0","0","14","130","0","144","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","11","0","0","0","2","0","5","0","0","11","112","0","0","0","0","0","0","14","130","0","144","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","5","0","0","1","4","0","1","0","0","12","6","0","0","0","0","0","0","19","16","0","35","2",
"Total","6","5","0","0","1","4","0","1","0","0","12","6","0","0","0","0","0","0","19","16","0","35","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","497","113","5","3","38","19","180","55","0","0","423","189","0","0","0","1","299","64","1,442","444","0","1,886","1",
"Graduate","551","129","7","3","92","26","333","88","0","0","2,454","656","0","0","0","0","545","180","3,982","1,082","0","5,064","2",
"Total","1,048","242","12","6","130","45","513","143","0","0","2,877","845","0","0","0","1","844","244","5,424","1,526","0","6,950","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","12","5","0","0","8","5","8","3","0","0","76","34","0","0","0","0","5","3","109","50","0","159","1",
"Graduate","22","5","0","0","32","27","7","13","0","0","164","204","0","0","0","0","10","8","235","257","0","492","2",
"Total","34","10","0","0","40","32","15","16","0","0","240","238","0","0","0","0","15","11","344","307","0","651","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","38","34","4","4","48","30","52","44","0","0","1,034","747","0","0","14","9","89","85","1,279","953","0","2,232","1",
"Graduate","9","2","0","3","2","4","9","3","0","0","140","103","0","0","1","2","20","29","181","146","0","327","2",
"Total","47","36","4","7","50","34","61","47","0","0","1,174","850","0","0","15","11","109","114","1,460","1,099","0","2,559","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","116","85","2","3","99","52","136","63","0","0","843","488","0","0","34","43","174","100","1,404","834","0","2,238","1",
"Graduate","64","28","1","2","45","22","45","16","0","0","274","179","0","0","13","11","199","63","641","321","0","962","2",
"Total","180","113","3","5","144","74","181","79","0","0","1,117","667","0","0","47","54","373","163","2,045","1,155","0","3,200","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","17","26","0","0","0","11","0","3","0","0","31","54","0","0","0","3","0","0","48","97","0","145","2",
"Total","17","26","0","0","0","11","0","3","0","0","31","54","0","0","0","3","0","0","48","97","0","145","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","371","176","5","5","730","721","358","231","0","0","2,758","2,521","0","0","205","253","526","401","4,953","4,308","0","9,261","1",
"Graduate","246","145","10","14","470","487","152","153","0","0","2,124","2,350","0","0","711","1,235","643","1,004","4,356","5,388","0","9,744","2",
"Total","617","321","15","19","1,200","1,208","510","384","0","0","4,882","4,871","0","0","916","1,488","1,169","1,405","9,309","9,696","0","19,005","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","250","76","2","3","50","12","88","52","0","0","1,591","1,046","0","0","8","10","2","0","1,991","1,199","0","3,190","1",
"Graduate","70","20","2","3","9","13","33","19","0","0","825","346","0","0","1","7","78","20","1,018","428","0","1,446","2",
"Total","320","96","4","6","59","25","121","71","0","0","2,416","1,392","0","0","9","17","80","20","3,009","1,627","0","4,636","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","0","2","0","0","3","1","7","2","0","0","182","170","0","0","39","44","18","22","249","241","0","490","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","2","0","0","3","1","7","2","0","0","182","170","0","0","39","44","18","22","249","241","0","490","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","37","34","0","0","5","4","14","14","0","0","475","336","0","0","2","4","77","76","610","468","0","1,078","1",
"Graduate","4","6","0","0","1","0","1","0","0","0","119","57","0","0","0","0","46","11","171","74","0","245","2",
"Total","41","40","0","0","6","4","15","14","0","0","594","393","0","0","2","4","123","87","781","542","0","1,323","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","29","2","0","0","41","17","21","4","0","0","60","6","0","0","0","0","15","1","166","30","0","196","1",
"Graduate","3","0","0","0","3","1","0","0","0","0","9","0","0","0","0","0","1","0","16","1","0","17","2",
"Total","32","2","0","0","44","18","21","4","0","0","69","6","0","0","0","0","16","1","182","31","0","213","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","1,108","431","6","9","75","53","686","359","0","0","851","838","0","0","22","10","67","48","2,815","1,748","0","4,563","1",
"Graduate","84","20","2","0","7","7","33","18","0","0","40","30","0","0","5","4","7","4","178","83","0","261","2",
"Total","1,192","451","8","9","82","60","719","377","0","0","891","868","0","0","27","14","74","52","2,993","1,831","0","4,824","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","26","33","1","1","12","7","33","19","0","0","415","228","0","0","2","2","66","37","555","327","0","882","1",
"Graduate","20","13","0","0","7","3","41","19","0","0","175","69","0","0","2","2","225","108","470","214","0","684","2",
"Total","46","46","1","1","19","10","74","38","0","0","590","297","0","0","4","4","291","145","1,025","541","0","1,566","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","681","192","5","3","105","91","280","131","0","0","1,242","788","0","0","73","45","229","108","2,615","1,358","0","3,973","1",
"Graduate","550","116","6","2","106","62","124","65","0","0","1,063","458","0","0","129","79","306","124","2,284","906","0","3,190","2",
"Total","1,231","308","11","5","211","153","404","196","0","0","2,305","1,246","0","0","202","124","535","232","4,899","2,264","0","7,163","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","4","0","0","4","1",
"Graduate","62","30","0","3","208","241","18","13","0","0","545","423","0","0","13","7","86","76","932","793","0","1,725","2",
"Total","63","30","0","3","209","241","18","13","0","0","545","423","0","0","13","7","88","76","936","793","0","1,729","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","13","1","0","0","29","2","11","4","0","0","156","14","0","0","5","2","7","0","221","23","0","244","1",
"Graduate","36","13","7","2","152","105","20","12","0","0","693","240","0","0","26","20","18","8","952","400","0","1,352","2",
"Total","49","14","7","2","181","107","31","16","0","0","849","254","0","0","31","22","25","8","1,173","423","0","1,596","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","40","39","8","12","178","89","108","83","0","0","845","529","0","0","333","90","35","15","1,547","857","0","2,404","1",
"Graduate","17","2","0","2","26","11","15","14","0","0","250","140","0","0","70","34","17","4","395","207","0","602","2",
"Total","57","41","8","14","204","100","123","97","0","0","1,095","669","0","0","403","124","52","19","1,942","1,064","0","3,006","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","4","5","0","0","2","1","0","2","0","0","35","38","0","0","1","2","0","0","42","48","0","90","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","5","0","0","2","1","0","2","0","0","35","38","0","0","1","2","0","0","42","48","0","90","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","65","11","0","0","0","1","1","2","0","0","107","81","0","0","0","0","0","0","173","95","0","268","2",
"Total","65","11","0","0","0","1","1","2","0","0","107","81","0","0","0","0","0","0","173","95","0","268","4",
"Springfield College in Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","76","17","1","0","1","2","0","2","0","0","280","146","0","0","2","1","64","16","424","184","0","608","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","76","17","1","0","1","2","0","2","0","0","280","146","0","0","2","1","64","16","424","184","0","608","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","6","1","0","0","1","1","8","1","0","0","136","9","0","0","0","0","0","0","151","12","0","163","1",
"Graduate","1","0","0","0","0","0","1","0","0","0","15","1","0","0","0","0","1","0","18","1","0","19","2",
"Total","7","1","0","0","1","1","9","1","0","0","151","10","0","0","0","0","1","0","169","13","0","182","4",
"St. Augustine College","","","","","","","","","","","","","","","","",
"Undergraduate","50","16","2","0","46","70","839","223","0","0","23","2","0","0","0","0","14","4","974","315","0","1,289","1",
