"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","191","66","4","1","32","16","162","58","0","0","859","503","0","0","2","0","7","6","1,257","650","0","1,907","1",
"Graduate","62","26","1","3","15","10","89","35","0","0","985","391","0","0","2","2","15","13","1,169","480","0","1,649","2",
"Total","253","92","5","4","47","26","251","93","0","0","1,844","894","0","0","4","2","22","19","2,426","1,130","0","3,556","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","164","62","3","4","179","133","100","63","0","0","552","422","0","0","15","8","375","240","1,388","932","0","2,320","1",
"Graduate","32","15","0","1","28","23","25","11","0","0","324","178","0","0","8","11","288","136","705","375","0","1,080","2",
"Total","196","77","3","5","207","156","125","74","0","0","876","600","0","0","23","19","663","376","2,093","1,307","0","3,400","4",
"Bexley Hall Seabury Western Theological Seminary Federation","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","1","0","0","2","1","0","2","0","0","50","59","0","0","0","2","0","0","52","65","0","117","2",
"Total","0","1","0","0","2","1","0","2","0","0","50","59","0","0","0","2","0","0","52","65","0","117","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","18","26","1","1","3","2","4","2","0","0","271","235","0","0","2","6","19","15","318","287","0","605","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","26","1","1","3","2","4","2","0","0","271","235","0","0","2","6","19","15","318","287","0","605","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","4","0","1","0","7","1","1","0","0","0","125","6","0","0","0","0","59","7","197","14","0","211","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","0","1","0","7","1","1","0","0","0","125","6","0","0","0","0","59","7","197","14","0","211","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","211","91","4","2","84","74","76","50","0","0","2,496","2,055","0","0","21","37","86","82","2,978","2,391","0","5,369","1",
"Graduate","17","11","1","1","10","11","2","2","0","0","269","214","0","0","71","127","27","22","397","388","0","785","2",
"Total","228","102","5","3","94","85","78","52","0","0","2,765","2,269","0","0","92","164","113","104","3,375","2,779","0","6,154","4",
"Brisk Rabbinical College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","5","0","5","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","17","4","0","0","3","40","10","10","0","0","94","92","0","0","42","164","17","27","183","337","0","520","2",
"Total","17","4","0","0","3","40","10","10","0","0","94","92","0","0","42","164","17","27","183","337","0","520","4",
"Center for Psychoanalytic Study","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","3","5","0","8","2",
"Total","0","0","0","0","0","0","0","0","0","0","3","5","0","0","0","0","0","0","3","5","0","8","4",
"Chicago Baptist Institute","","","","","","","","","","","","","","","","",
"Undergraduate","46","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","127","0","173","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","46","127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","127","0","173","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","47","26","0","0","0","2","0","1","0","0","61","49","0","0","5","29","0","0","113","107","0","220","2",
"Total","47","26","0","0","0","2","0","1","0","0","61","49","0","0","5","29","0","0","113","107","0","220","4",
"Christian Life College","","","","","","","","","","","","","","","","",
"Undergraduate","3","0","0","1","7","3","0","6","0","0","18","16","0","0","8","10","1","0","37","36","0","73","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","0","0","1","7","3","0","6","0","0","18","16","0","0","8","10","1","0","37","36","0","73","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","830","619","27","44","163","154","486","446","0","0","3,228","3,330","0","0","87","89","336","305","5,157","4,987","0","10,144","1",
"Graduate","99","21","3","1","19","5","53","19","0","0","275","121","0","0","23","9","31","19","503","195","0","698","2",
"Total","929","640","30","45","182","159","539","465","0","0","3,503","3,451","0","0","110","98","367","324","5,660","5,182","0","10,842","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","50","36","0","0","9","6","49","21","0","0","478","271","0","0","0","0","74","38","660","372","0","1,032","1",
"Graduate","147","41","2","0","15","8","58","21","0","0","496","167","0","0","0","0","605","191","1,323","428","0","1,751","2",
"Total","197","77","2","0","24","14","107","42","0","0","974","438","0","0","0","0","679","229","1,983","800","0","2,783","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","1,016","434","34","9","668","659","1,241","707","0","0","4,842","3,941","0","0","82","127","555","425","8,438","6,302","0","14,740","1",
"Graduate","412","215","10","5","289","314","191","185","0","0","2,648","2,520","0","0","202","335","462","620","4,214","4,194","0","8,408","2",
"Total","1,428","649","44","14","957","973","1,432","892","0","0","7,490","6,461","0","0","284","462","1,017","1,045","12,652","10,496","0","23,148","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","71","26","1","0","28","8","183","68","0","0","591","264","0","0","15","7","40","35","929","408","0","1,337","1",
"Graduate","63","17","0","0","23","5","53","22","0","0","934","256","0","0","39","92","325","84","1,437","476","0","1,913","2",
"Total","134","43","1","0","51","13","236","90","0","0","1,525","520","0","0","54","99","365","119","2,366","884","0","3,250","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","494","238","12","3","8","4","83","48","0","0","17","11","0","0","35","69","8","5","657","378","0","1,035","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","494","238","12","3","8","4","83","48","0","0","17","11","0","0","35","69","8","5","657","378","0","1,035","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","100","59","2","1","58","30","111","51","0","0","1,337","710","0","0","9","10","127","86","1,744","947","0","2,691","1",
"Graduate","7","1","0","0","4","5","4","8","0","0","89","85","0","0","2","3","7","14","113","116","0","229","2",
"Total","107","60","2","1","62","35","115","59","0","0","1,426","795","0","0","11","13","134","100","1,857","1,063","0","2,920","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","26","0","0","0","6","1","28","1","0","0","155","8","0","0","5","0","3","0","223","10","0","233","2",
"Total","26","0","0","0","6","1","28","1","0","0","155","8","0","0","5","0","3","0","223","10","0","233","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","13","17","0","1","3","2","3","6","0","0","277","206","0","0","6","3","0","0","302","235","0","537","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","13","17","0","1","3","2","3","6","0","0","277","206","0","0","6","3","0","0","302","235","0","537","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","32","30","0","1","8","6","3","4","0","0","131","98","0","0","12","23","1","1","187","163","0","350","2",
"Total","32","30","0","1","8","6","3","4","0","0","131","98","0","0","12","23","1","1","187","163","0","350","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","34","57","4","4","2","6","10","14","0","0","565","441","0","0","4","9","42","23","661","554","0","1,215","1",
"Graduate","3","2","0","0","0","0","2","1","0","0","78","34","0","0","0","0","7","8","90","45","0","135","2",
"Total","37","59","4","4","2","6","12","15","0","0","643","475","0","0","4","9","49","31","751","599","0","1,350","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","352","56","0","0","0","0","0","0","352","56","0","408","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","10","0","10","2",
"Total","0","0","0","0","0","0","0","0","0","0","352","66","0","0","0","0","0","0","352","66","0","418","4",
"Illinois Baptist College","","","","","","","","","","","","","","","","",
"Undergraduate","2","3","0","0","0","0","0","0","0","0","1","9","0","0","2","8","0","0","5","20","0","25","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2","3","0","0","0","0","0","0","0","0","1","9","0","0","2","8","0","0","5","20","0","25","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","18","14","1","0","3","5","2","6","0","0","503","437","0","0","11","9","14","7","552","478","0","1,030","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","14","1","0","3","5","2","6","0","0","503","437","0","0","11","9","14","7","552","478","0","1,030","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","12","3","2","3","109","27","8","0","0","0","210","137","0","0","56","32","0","0","397","202","0","599","2",
"Total","12","3","2","3","109","27","8","0","0","0","210","137","0","0","56","32","0","0","397","202","0","599","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","47","68","7","2","86","222","47","104","0","0","238","832","0","0","94","248","51","170","570","1,646","0","2,216","1",
"Graduate","112","88","6","5","114","179","58","84","0","0","660","1,029","0","0","444","1,241","105","131","1,499","2,757","0","4,256","2",
"Total","159","156","13","7","200","401","105","188","0","0","898","1,861","0","0","538","1,489","156","301","2,069","4,403","0","6,472","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","47","48","4","1","37","23","41","24","0","0","1,007","756","0","0","13","28","75","42","1,224","922","0","2,146","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","47","48","4","1","37","23","41","24","0","0","1,007","756","0","0","13","28","75","42","1,224","922","0","2,146","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","4","2","0","0","3","1","2","0","0","0","55","12","0","0","0","0","0","0","64","15","0","79","2",
"Total","4","2","0","0","3","1","2","0","0","0","55","12","0","0","0","0","0","0","64","15","0","79","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","36","14","0","2","8","5","27","27","0","0","492","361","0","0","13","22","119","67","695","498","0","1,193","1",
"Graduate","0","0","0","0","1","0","0","0","0","0","17","20","0","0","0","0","5","5","23","25","0","48","2",
"Total","36","14","0","2","9","5","27","27","0","0","509","381","0","0","13","22","124","72","718","523","0","1,241","4",
"Knowledge Systems Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","1","5","0","0","2","0","0","1","0","0","4","10","0","0","7","40","1","0","15","56","0","71","2",
"Total","1","5","0","0","2","0","0","1","0","0","4","10","0","0","7","40","1","0","15","56","0","71","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","34","12","1","0","33","27","32","20","0","0","486","427","0","0","45","49","47","32","678","567","0","1,245","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","34","12","1","0","33","27","32","20","0","0","486","427","0","0","45","49","47","32","678","567","0","1,245","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","40","31","2","0","33","16","53","35","0","0","640","451","0","0","54","63","0","0","822","596","0","1,418","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","11","6","0","0","0","0","0","0","11","6","0","17","2",
"Total","40","31","2","0","33","16","53","35","0","0","651","457","0","0","54","63","0","0","833","602","0","1,435","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","32","20","0","1","34","62","13","24","0","0","234","380","0","0","0","0","7","12","320","499","0","819","2",
"Total","32","20","0","1","34","62","13","24","0","0","234","380","0","0","0","0","7","12","320","499","0","819","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","31","2","0","1","14","4","4","0","0","0","132","12","0","0","0","0","11","1","192","20","0","212","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","31","2","0","1","14","4","4","0","0","0","132","12","0","0","0","0","11","1","192","20","0","212","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","291","133","4","3","86","40","187","136","0","0","1,489","980","0","0","61","75","79","29","2,197","1,396","0","3,593","1",
"Graduate","144","51","3","1","22","5","37","28","0","0","746","379","0","0","9","8","28","11","989","483","0","1,472","2",
"Total","435","184","7","4","108","45","224","164","0","0","2,235","1,359","0","0","70","83","107","40","3,186","1,879","0","5,065","4",
"Lexington College","","","","","","","","","","","","","","","","",
"Undergraduate","25","0","0","0","1","0","15","0","0","0","6","0","0","0","4","0","5","0","56","0","0","56","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","25","0","0","0","1","0","15","0","0","0","6","0","0","0","4","0","5","0","56","0","0","56","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","12","12","0","0","1","1","4","2","0","0","316","350","0","0","3","1","2","4","338","370","0","708","1",
"Graduate","5","3","0","0","0","1","0","1","0","0","97","211","0","0","4","8","0","1","106","225","0","331","2",
"Total","17","15","0","0","1","2","4","3","0","0","413","561","0","0","7","9","2","5","444","595","0","1,039","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","119","118","2","2","6","7","15","31","0","0","501","336","0","0","0","0","23","29","666","523","0","1,189","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","119","118","2","2","6","7","15","31","0","0","501","336","0","0","0","0","23","29","666","523","0","1,189","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","435","125","14","11","605","387","649","261","0","0","3,525","2,030","0","0","89","84","654","371","5,971","3,269","0","9,240","1",
"Graduate","279","78","2","4","204","124","146","74","0","0","2,142","1,337","0","0","149","134","569","282","3,491","2,033","0","5,524","2",
"Total","714","203","16","15","809","511","795","335","0","0","5,667","3,367","0","0","238","218","1,223","653","9,462","5,302","0","14,764","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","20","9","0","0","2","3","8","9","0","0","148","112","0","0","16","34","0","0","194","167","0","361","2",
"Total","20","9","0","0","2","3","8","9","0","0","148","112","0","0","16","34","0","0","194","167","0","361","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","70","12","0","0","3","3","50","12","0","0","70","14","0","0","17","13","0","0","210","54","0","264","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","70","12","0","0","3","3","50","12","0","0","70","14","0","0","17","13","0","0","210","54","0","264","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","28","49","2","2","2","1","10","11","0","0","359","195","0","0","1","3","19","17","421","278","0","699","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","28","49","2","2","2","1","10","11","0","0","359","195","0","0","1","3","19","17","421","278","0","699","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","39","25","0","0","10","14","4","8","0","0","66","41","0","0","8","17","7","17","134","122","0","256","2",
"Total","39","25","0","0","10","14","4","8","0","0","66","41","0","0","8","17","7","17","134","122","0","256","4",
"McKendree University","","","","","","","","","","","","","","","","",
"Undergraduate","127","166","3","1","12","5","19","26","0","0","1,057","739","0","0","9","38","33","22","1,260","997","0","2,257","1",
"Graduate","70","9","1","1","1","0","2","2","0","0","165","55","0","0","0","1","14","7","253","75","0","328","2",
"Total","197","175","4","2","13","5","21","28","0","0","1,222","794","0","0","9","39","47","29","1,513","1,072","0","2,585","4",
"Meadville - Lombard Theo. School","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","5","2","0","0","0","0","2","1","0","0","71","37","0","0","2","1","0","0","80","41","0","121","2",
"Total","5","2","0","0","0","0","2","1","0","0","71","37","0","0","2","1","0","0","80","41","0","121","4",
"Midwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","1","1","2","0","0","0","11","11","0","0","0","0","0","0","15","12","0","27","1",
"Graduate","27","17","2","0","285","160","24","15","0","0","764","426","0","0","0","0","90","47","1,192","665","0","1,857","2",
"Total","28","17","2","0","286","161","26","15","0","0","775","437","0","0","0","0","90","47","1,207","677","0","1,884","4",
"Millikin University","","","","","","","","","","","","","","","","",
"Undergraduate","129","101","3","1","19","8","35","25","0","0","1,277","891","0","0","2","5","73","47","1,538","1,078","0","2,616","1",
"Graduate","1","1","0","0","1","0","0","0","0","0","3","17","0","0","1","0","0","1","6","19","0","25","2",
"Total","130","102","3","1","20","8","35","25","0","0","1,280","908","0","0","3","5","73","48","1,544","1,097","0","2,641","4",
"Monmouth College","","","","","","","","","","","","","","","","",
"Undergraduate","20","26","3","1","6","6","22","21","0","0","654","557","0","0","12","14","2","2","719","627","0","1,346","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","20","26","3","1","6","6","22","21","0","0","654","557","0","0","12","14","2","2","719","627","0","1,346","4",
"Moody Bible Institute","","","","","","","","","","","","","","","","",
"Undergraduate","44","62","2","1","23","27","59","64","0","0","592","833","0","0","40","49","123","207","883","1,243","0","2,126","1",
"Graduate","17","21","0","0","13","28","4","5","0","0","60","145","0","0","23","10","12","17","129","226","0","355","2",
"Total","61","83","2","1","36","55","63","69","0","0","652","978","0","0","63","59","135","224","1,012","1,469","0","2,481","4",
"Morrison Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","0","5","0","1","0","0","0","5","0","0","12","106","0","0","0","0","0","0","12","117","0","129","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","0","5","0","1","0","0","0","5","0","0","12","106","0","0","0","0","0","0","12","117","0","129","4",
"National College of Naprapathic Medicine","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","6","1","0","1","2","1","3","0","0","20","8","0","0","0","3","0","0","29","22","0","51","2",
"Total","6","6","1","0","1","2","1","3","0","0","20","8","0","0","0","3","0","0","29","22","0","51","4",
"National Louis University","","","","","","","","","","","","","","","","",
"Undergraduate","398","120","6","3","28","8","120","41","0","0","301","156","0","0","0","0","724","193","1,577","521","0","2,098","1",
"Graduate","419","115","6","6","59","15","216","56","0","0","1,886","487","0","0","1","0","1,247","429","3,834","1,108","0","4,942","2",
"Total","817","235","12","9","87","23","336","97","0","0","2,187","643","0","0","1","0","1,971","622","5,411","1,629","0","7,040","4",
"National University of Health Sciences","","","","","","","","","","","","","","","","",
"Undergraduate","6","3","0","0","2","1","11","3","0","0","88","32","0","0","1","0","1","1","109","40","0","149","1",
"Graduate","12","5","0","0","13","18","7","11","0","0","129","156","0","0","8","16","2","5","171","211","0","382","2",
"Total","18","8","0","0","15","19","18","14","0","0","217","188","0","0","9","16","3","6","280","251","0","531","4",
"North Central College","","","","","","","","","","","","","","","","",
"Undergraduate","41","36","3","1","38","27","67","33","0","0","991","704","0","0","20","13","79","80","1,239","894","0","2,133","1",
"Graduate","17","2","0","1","7","4","4","5","0","0","141","137","0","0","2","2","7","10","178","161","0","339","2",
"Total","58","38","3","2","45","31","71","38","0","0","1,132","841","0","0","22","15","86","90","1,417","1,055","0","2,472","4",
"North Park University","","","","","","","","","","","","","","","","",
"Undergraduate","105","99","7","4","101","35","130","56","0","0","742","405","0","0","33","26","101","56","1,219","681","0","1,900","1",
"Graduate","54","18","3","0","36","18","23","17","0","0","221","124","0","0","8","6","191","65","536","248","0","784","2",
"Total","159","117","10","4","137","53","153","73","0","0","963","529","0","0","41","32","292","121","1,755","929","0","2,684","4",
"Northern Baptist Theo. Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","25","42","0","0","0","14","2","9","0","0","55","92","0","0","0","3","0","0","82","160","0","242","2",
"Total","25","42","0","0","0","14","2","9","0","0","55","92","0","0","0","3","0","0","82","160","0","242","4",
"Northwestern University","","","","","","","","","","","","","","","","",
"Undergraduate","325","169","9","8","718","697","308","198","0","0","2,747","2,503","0","0","235","275","489","403","4,831","4,253","0","9,084","1",
"Graduate","208","130","7","9","421","446","112","142","0","0","1,959","2,272","0","0","639","1,193","550","893","3,896","5,085","0","8,981","2",
"Total","533","299","16","17","1,139","1,143","420","340","0","0","4,706","4,775","0","0","874","1,468","1,039","1,296","8,727","9,338","0","18,065","4",
"Olivet Nazarene University","","","","","","","","","","","","","","","","",
"Undergraduate","224","102","4","3","38","9","79","37","0","0","1,432","938","0","0","14","17","0","0","1,791","1,106","0","2,897","1",
"Graduate","102","28","2","1","9","7","32","10","0","0","897","364","0","0","1","0","113","17","1,156","427","0","1,583","2",
"Total","326","130","6","4","47","16","111","47","0","0","2,329","1,302","0","0","15","17","113","17","2,947","1,533","0","4,480","4",
"Principia College","","","","","","","","","","","","","","","","",
"Undergraduate","3","3","0","0","1","4","5","2","0","0","235","209","0","0","36","35","4","6","284","259","0","543","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3","3","0","0","1","4","5","2","0","0","235","209","0","0","36","35","4","6","284","259","0","543","4",
"Quincy University","","","","","","","","","","","","","","","","",
"Undergraduate","34","29","1","0","6","5","12","15","0","0","490","333","0","0","6","5","62","77","611","464","0","1,075","1",
"Graduate","2","1","0","0","1","0","2","0","0","0","116","60","0","0","0","2","84","16","205","79","0","284","2",
"Total","36","30","1","0","7","5","14","15","0","0","606","393","0","0","6","7","146","93","816","543","0","1,359","4",
"Resurrection University","","","","","","","","","","","","","","","","",
"Undergraduate","19","7","0","0","34","0","20","1","0","0","38","3","0","0","0","0","15","0","126","11","0","137","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","19","7","0","0","34","0","20","1","0","0","38","3","0","0","0","0","15","0","126","11","0","137","4",
"Robert Morris University-Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","1,574","545","13","8","61","50","908","401","0","0","945","763","0","0","14","8","79","49","3,594","1,824","0","5,418","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,574","545","13","8","61","50","908","401","0","0","945","763","0","0","14","8","79","49","3,594","1,824","0","5,418","4",
"Rockford University","","","","","","","","","","","","","","","","",
"Undergraduate","32","29","2","2","9","5","23","19","0","0","422","221","0","0","12","5","59","32","559","313","0","872","1",
"Graduate","7","2","2","1","3","1","14","4","0","0","189","75","0","0","1","1","144","60","360","144","0","504","2",
"Total","39","31","4","3","12","6","37","23","0","0","611","296","0","0","13","6","203","92","919","457","0","1,376","4",
"Roosevelt University","","","","","","","","","","","","","","","","",
"Undergraduate","753","223","11","2","109","84","308","137","0","0","1,255","718","0","0","58","39","246","130","2,740","1,333","0","4,073","1",
"Graduate","579","124","7","0","79","42","106","55","0","0","1,058","551","0","0","97","74","260","129","2,186","975","0","3,161","2",
"Total","1,332","347","18","2","188","126","414","192","0","0","2,313","1,269","0","0","155","113","506","259","4,926","2,308","0","7,234","4",
"Rosalind Franklin University of Medicine &amp; Science","","","","","","","","","","","","","","","","",
"Undergraduate","1","1","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","1","5","4","0","9","1",
"Graduate","69","28","3","3","239","260","24","12","0","0","543","427","0","0","30","21","14","9","922","760","0","1,682","2",
"Total","70","29","3","3","242","260","24","12","0","0","544","429","0","0","30","21","14","10","927","764","0","1,691","4",
"Rush University","","","","","","","","","","","","","","","","",
"Undergraduate","11","2","1","0","29","3","6","4","0","0","155","21","0","0","4","1","3","0","209","31","0","240","1",
"Graduate","44","10","7","3","144","104","28","5","0","0","595","215","0","0","17","20","11","9","846","366","0","1,212","2",
"Total","55","12","8","3","173","107","34","9","0","0","750","236","0","0","21","21","14","9","1,055","397","0","1,452","4",
"School of the Art Inst. Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","41","25","13","7","155","60","82","68","0","0","767","472","0","0","253","74","64","18","1,375","724","0","2,099","1",
"Graduate","12","4","2","0","16","7","13","14","0","0","237","118","0","0","86","38","24","9","390","190","0","580","2",
"Total","53","29","15","7","171","67","95","82","0","0","1,004","590","0","0","339","112","88","27","1,765","914","0","2,679","4",
"Shimer College","","","","","","","","","","","","","","","","",
"Undergraduate","4","1","0","0","0","1","0","2","0","0","39","56","0","0","1","3","0","0","44","63","0","107","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","1","0","0","0","1","0","2","0","0","39","56","0","0","1","3","0","0","44","63","0","107","4",
"Spertus Institute for Jewish Learning and Leadership","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","91","22","0","0","1","0","3","1","0","0","74","48","0","0","0","0","0","0","169","71","0","240","2",
"Total","91","22","0","0","1","0","3","1","0","0","74","48","0","0","0","0","0","0","169","71","0","240","4",
"Springfield College in Illinois","","","","","","","","","","","","","","","","",
"Undergraduate","66","16","1","0","1","0","3","1","0","0","302","157","0","0","2","3","0","0","375","177","0","552","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","66","16","1","0","1","0","3","1","0","0","302","157","0","0","2","3","0","0","375","177","0","552","4",
"St. Anthony College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","1","0","0","0","5","1","4","0","0","0","104","10","0","0","0","0","0","0","114","11","0","125","1",
