"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Total","1,395","851","7","7","18","9","401","321","1","0","423","420","50","18","9","18","102","114","2,406","1,758","0","4,164","4",
"Rend Lake College","","","","","","","","","","","","","","","","",
"Undergraduate","42","44","0","3","8","8","16","5","1","1","1,188","1,015","0","0","1","0","1","0","1,257","1,076","0","2,333","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","42","44","0","3","8","8","16","5","1","1","1,188","1,015","0","0","1","0","1","0","1,257","1,076","0","2,333","4",
"Richland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","241","97","8","4","10","9","24","18","3","0","1,137","736","51","28","0","0","61","34","1,535","926","0","2,461","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","241","97","8","4","10","9","24","18","3","0","1,137","736","51","28","0","0","61","34","1,535","926","0","2,461","4",
"Rock Valley College","","","","","","","","","","","","","","","","",
"Undergraduate","296","187","14","7","100","85","739","494","3","4","2,155","1,953","69","58","15","18","67","93","3,458","2,899","0","6,357","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","296","187","14","7","100","85","739","494","3","4","2,155","1,953","69","58","15","18","67","93","3,458","2,899","0","6,357","4",
"Sauk Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","35","22","2","1","14","7","150","105","0","0","883","489","0","0","1","0","28","17","1,113","641","0","1,754","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","35","22","2","1","14","7","150","105","0","0","883","489","0","0","1","0","28","17","1,113","641","0","1,754","4",
"Shawnee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","127","77","1","1","3","4","33","32","1","0","776","418","0","0","0","0","19","13","960","545","0","1,505","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","127","77","1","1","3","4","33","32","1","0","776","418","0","0","0","0","19","13","960","545","0","1,505","4",
"South Suburban Coll. of Cook Co.","","","","","","","","","","","","","","","","",
"Undergraduate","1,504","613","5","8","32","27","485","363","5","2","445","289","62","41","0","0","22","17","2,560","1,360","0","3,920","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","1,504","613","5","8","32","27","485","363","5","2","445","289","62","41","0","0","22","17","2,560","1,360","0","3,920","4",
"Southeastern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","32","23","2","1","5","5","13","18","0","0","807","609","27","19","3","4","37","50","926","729","0","1,655","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","32","23","2","1","5","5","13","18","0","0","807","609","27","19","3","4","37","50","926","729","0","1,655","4",
"Southwestern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","932","582","10","9","59","31","229","180","8","3","2,960","2,695","235","194","6","13","181","163","4,620","3,870","0","8,490","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","932","582","10","9","59","31","229","180","8","3","2,960","2,695","235","194","6","13","181","163","4,620","3,870","0","8,490","4",
"Spoon River College","","","","","","","","","","","","","","","","",
"Undergraduate","81","67","8","0","4","4","25","29","0","0","709","407","4","5","0","1","6","3","837","516","0","1,353","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","81","67","8","0","4","4","25","29","0","0","709","407","4","5","0","1","6","3","837","516","0","1,353","4",
"Triton College","","","","","","","","","","","","","","","","",
"Undergraduate","870","550","8","8","113","116","2,123","1,541","4","7","1,368","1,588","105","67","37","31","276","379","4,904","4,287","0","9,191","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","870","550","8","8","113","116","2,123","1,541","4","7","1,368","1,588","105","67","37","31","276","379","4,904","4,287","0","9,191","4",
"Waubonsee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","353","209","9","8","151","130","1,619","1,235","4","2","2,372","2,325","114","122","0","0","68","80","4,690","4,111","0","8,801","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","353","209","9","8","151","130","1,619","1,235","4","2","2,372","2,325","114","122","0","0","68","80","4,690","4,111","0","8,801","4",
" Total Enrollment at Community Colleges","","","","","","","","","","","","","","","","",
"Undergraduate","20,633","12,734","337","304","5,965","5,579","33,035","25,626","146","156","76,474","66,542","3,736","3,221","915","974","4,842","4,741","146,083","119,877","0","265,960","11",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13",
"Sector Total","20,633","12,734","337","304","5,965","5,579","33,035","25,626","146","156","76,474","66,542","3,736","3,221","915","974","4,842","4,741","146,083","119,877","0","265,960","14",
" Independent NFP Institutions:","","","","","","","","","","","","","","","","",
"Adler University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","53","7","1","0","11","5","35","13","0","0","180","60","7","1","15","0","19","5","321","91","0","412","2",
"Undeclared/Non-degree Seeking","60","23","1","1","11","2","94","19","0","1","241","60","19","4","7","3","122","10","555","123","7","685","3",
"Total","113","30","2","1","22","7","129","32","0","1","421","120","26","5","22","3","141","15","876","214","7","1,097","4",
"American Academy of Art","","","","","","","","","","","","","","","","",
"Undergraduate","12","13","1","0","7","4","53","40","1","1","81","35","6","6","0","0","0","0","161","99","0","260","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","12","13","1","0","7","4","53","40","1","1","81","35","6","6","0","0","0","0","161","99","0","260","4",
"American Islamic College","","","","","","","","","","","","","","","","",
"Undergraduate","2","4","1","0","0","2","1","0","0","0","4","2","0","0","0","0","0","0","8","8","0","16","1",
"Graduate","0","1","0","0","1","1","0","0","0","0","1","5","0","0","0","0","0","0","2","7","0","9","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","3","1","1","5","3",
"Total","2","5","1","0","1","3","1","0","0","0","7","8","0","0","0","0","1","0","13","16","1","30","4",
"Augustana College","","","","","","","","","","","","","","","","",
"Undergraduate","71","68","12","4","68","26","171","85","4","4","1,090","824","0","0","91","95","12","11","1,519","1,117","0","2,636","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","1","1","0","0","7","2","0","0","8","3","0","11","3",
"Total","71","68","12","4","68","26","171","85","4","4","1,091","825","0","0","98","97","12","11","1,527","1,120","0","2,647","4",
"Aurora University","","","","","","","","","","","","","","","","",
"Undergraduate","198","133","7","7","60","27","836","335","3","4","1,214","741","66","46","2","2","149","97","2,535","1,392","0","3,927","1",
"Graduate","173","30","1","0","19","16","168","46","3","0","925","300","35","7","0","0","62","22","1,386","421","0","1,807","2",
"Undeclared/Non-degree Seeking","7","0","0","0","0","0","7","0","0","0","50","11","1","0","0","0","20","3","85","14","0","99","3",
"Total","378","163","8","7","79","43","1,011","381","6","4","2,189","1,052","102","53","2","2","231","122","4,006","1,827","0","5,833","4",
"Benedictine University","","","","","","","","","","","","","","","","",
"Undergraduate","119","109","8","7","272","174","277","214","1","7","688","545","0","0","0","0","198","197","1,563","1,253","1","2,817","1",
"Graduate","92","37","4","2","236","161","56","21","7","2","411","158","0","0","0","0","805","218","1,611","599","6","2,216","2",
"Undeclared/Non-degree Seeking","0","0","0","0","4","0","0","1","0","0","7","1","0","0","0","0","10","4","21","6","0","27","3",
"Total","211","146","12","9","512","335","333","236","8","9","1,106","704","0","0","0","0","1,013","419","3,195","1,858","7","5,060","4",
"Blackburn College","","","","","","","","","","","","","","","","",
"Undergraduate","31","31","1","1","2","3","13","8","0","1","251","183","0","0","6","6","10","7","314","240","0","554","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","2","0","3","3",
"Total","31","31","1","1","2","3","13","8","0","1","251","184","0","0","6","6","11","8","315","242","0","557","4",
"Blessing-Rieman College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","6","0","1","0","1","0","3","1","0","0","227","31","1","0","1","0","0","0","240","32","0","272","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","15","2","0","0","0","0","0","0","15","2","0","17","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","6","0","1","0","1","0","3","1","0","0","242","33","1","0","1","0","0","0","255","34","0","289","4",
"Bradley University","","","","","","","","","","","","","","","","",
"Undergraduate","194","138","2","2","88","76","280","195","0","0","1,670","1,739","49","38","16","60","54","47","2,353","2,295","0","4,648","1",
"Graduate","106","17","3","0","32","16","43","10","0","0","537","150","5","4","56","151","43","6","825","354","0","1,179","2",
"Undeclared/Non-degree Seeking","0","1","0","0","2","0","0","0","0","0","13","11","1","0","1","1","1","0","18","13","0","31","3",
"Total","300","156","5","2","122","92","323","205","0","0","2,220","1,900","55","42","73","212","98","53","3,196","2,662","0","5,858","4",
"Catholic Theological Union","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","8","0","1","2","15","16","24","0","0","27","48","1","2","14","37","12","19","78","154","0","232","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","6","8","0","1","2","15","16","24","0","0","27","48","1","2","14","37","12","19","78","154","0","232","4",
"Chicago Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","48","31","0","0","3","2","5","2","0","0","54","44","0","0","4","14","11","4","125","97","0","222","2",
"Undeclared/Non-degree Seeking","2","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","1","0","7","2","1","10","3",
"Total","50","31","0","0","3","2","5","2","0","0","58","46","0","0","4","14","12","4","132","99","1","232","4",
"Christian Life College","","","","","","","","","","","","","","","","",
"Undergraduate","4","5","0","0","5","5","0","1","0","0","20","14","0","1","11","4","0","0","40","30","0","70","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","4","5","0","0","5","5","0","1","0","0","20","14","0","1","11","4","0","0","40","30","0","70","4",
"Columbia College Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","537","379","7","6","142","105","597","428","3","1","2,197","1,604","171","97","157","130","230","143","4,041","2,893","0","6,934","1",
"Graduate","25","13","0","0","10","3","8","11","0","0","102","44","4","1","31","21","6","5","186","98","0","284","2",
"Undeclared/Non-degree Seeking","3","0","1","0","1","2","5","3","0","0","15","16","0","0","26","18","2","2","53","41","0","94","3",
"Total","565","392","8","6","153","110","610","442","3","1","2,314","1,664","175","98","214","169","238","150","4,280","3,032","0","7,312","4",
"Concordia University Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","109","81","1","2","19","17","269","145","1","3","368","276","25","18","14","19","7","4","813","565","0","1,378","1",
"Graduate","444","150","0","1","34","16","209","91","6","3","1,480","687","48","21","134","143","44","18","2,399","1,130","0","3,529","2",
"Undeclared/Non-degree Seeking","31","7","0","0","4","3","23","1","0","0","119","46","2","1","0","1","6","5","185","64","0","249","3",
"Total","584","238","1","3","57","36","501","237","7","6","1,967","1,009","75","40","148","163","57","27","3,397","1,759","0","5,156","4",
"DePaul University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","1,414","1,069","0","0","6","5","290","182","0","0","5,162","4,782","6,872","6,038","0","12,910","1",
"Graduate","1","0","0","0","0","0","324","264","0","0","3","0","94","54","0","0","2,924","2,659","3,346","2,977","0","6,323","2",
"Undeclared/Non-degree Seeking","1","0","0","0","1","0","274","236","0","0","2","2","59","47","0","0","1,473","1,416","1,810","1,701","0","3,511","3",
"Total","2","0","0","0","1","0","2,012","1,569","0","0","11","7","443","283","0","0","9,559","8,857","12,028","10,716","0","22,744","4",
"Dominican University","","","","","","","","","","","","","","","","",
"Undergraduate","106","32","1","2","50","17","727","343","4","1","430","243","0","0","10","43","42","18","1,370","699","0","2,069","1",
"Graduate","77","19","0","0","17","5","86","23","3","1","366","83","0","0","29","8","92","24","670","163","0","833","2",
"Undeclared/Non-degree Seeking","8","1","1","0","3","3","26","7","0","0","105","22","0","0","2","2","36","9","181","44","0","225","3",
"Total","191","52","2","2","70","25","839","373","7","2","901","348","0","0","41","53","170","51","2,221","906","0","3,127","4",
"East-West University","","","","","","","","","","","","","","","","",
"Undergraduate","130","97","0","2","2","11","44","40","1","0","5","5","0","0","32","55","1","4","215","214","1","430","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","130","97","0","2","2","11","44","40","1","0","5","5","0","0","32","55","1","4","215","214","1","430","4",
"Elmhurst College","","","","","","","","","","","","","","","","",
"Undergraduate","61","82","2","0","92","50","379","200","1","1","1,093","692","52","41","5","10","37","30","1,722","1,106","0","2,828","1",
"Graduate","20","10","2","1","16","18","40","20","2","0","278","128","1","5","5","7","8","3","372","192","0","564","2",
"Undeclared/Non-degree Seeking","1","1","0","0","4","0","7","0","0","0","40","14","1","0","0","0","10","11","63","26","0","89","3",
"Total","82","93","4","1","112","68","426","220","3","1","1,411","834","54","46","10","17","55","44","2,157","1,324","0","3,481","4",
"Erikson Institute","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","50","4","1","0","7","1","42","5","0","0","130","7","0","0","2","0","15","1","247","18","0","265","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","4","0","1","5","3",
"Total","50","4","1","0","7","1","42","5","0","0","133","7","0","0","2","0","16","1","251","18","1","270","4",
"Eureka College","","","","","","","","","","","","","","","","",
"Undergraduate","11","27","2","0","2","1","10","8","0","0","250","223","0","0","4","2","9","20","288","281","0","569","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","0","1","0","5","3","0","8","3",
"Total","11","27","2","0","2","1","10","8","0","0","251","226","0","0","7","2","10","20","293","284","0","577","4",
"Garrett - Evangelical Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","31","35","0","0","12","6","6","8","0","0","75","54","3","0","16","28","2","0","145","131","0","276","2",
"Undeclared/Non-degree Seeking","1","2","0","0","1","1","0","0","0","0","17","10","0","0","0","1","1","0","20","14","0","34","3",
"Total","32","37","0","0","13","7","6","8","0","0","92","64","3","0","16","29","3","0","165","145","0","310","4",
"Greenville University","","","","","","","","","","","","","","","","",
"Undergraduate","41","88","2","2","6","6","21","39","0","0","352","298","7","9","14","22","23","14","466","478","0","944","1",
"Graduate","4","17","0","0","1","2","0","6","0","0","85","58","2","0","0","1","0","2","92","86","0","178","2",
"Undeclared/Non-degree Seeking","1","3","0","0","3","0","4","1","0","0","58","32","1","1","3","4","3","2","73","43","1","117","3",
"Total","46","108","2","2","10","8","25","46","0","0","495","388","10","10","17","27","26","18","631","607","1","1,239","4",
"Hebrew Theological College","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","5","1","0","0","96","26","0","0","1","0","1","0","103","27","0","130","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","1","0","0","0","0","0","0","0","78","19","0","0","0","0","1","0","80","19","0","99","3",
"Total","0","0","1","0","0","0","5","1","0","0","174","45","0","0","1","0","2","0","183","46","0","229","4",
"Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","55","46","1","2","4","5","39","43","0","2","347","330","13","13","29","26","0","1","488","468","0","956","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","2","1","0","3","3",
"Total","55","46","1","2","4","5","39","43","0","2","347","330","13","13","31","27","0","1","490","469","0","959","4",
"Illinois College of Optometry","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","9","2","1","0","114","44","17","10","0","0","6","0","0","0","80","34","199","83","426","173","0","599","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","9","2","1","0","114","44","17","10","0","0","6","0","0","0","80","34","199","83","426","173","0","599","4",
"Illinois Institute of Technology","","","","","","","","","","","","","","","","",
"Undergraduate","58","111","1","2","130","269","129","327","0","1","272","677","0","0","185","376","64","121","839","1,884","0","2,723","1",
"Graduate","50","60","1","0","67","96","86","79","4","0","392","485","0","0","934","1,740","69","99","1,603","2,559","0","4,162","2",
"Undeclared/Non-degree Seeking","9","7","0","0","8","7","8","6","0","0","16","31","0","0","20","42","44","81","105","174","0","279","3",
"Total","117","178","2","2","205","372","223","412","4","1","680","1,193","0","0","1,139","2,158","177","301","2,547","4,617","0","7,164","4",
"Illinois Wesleyan University","","","","","","","","","","","","","","","","",
"Undergraduate","43","40","0","0","57","36","86","53","1","0","586","531","0","0","85","52","32","24","890","736","0","1,626","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","3",
"Total","43","40","0","0","57","36","86","53","1","0","586","532","0","0","85","52","32","24","890","737","0","1,627","4",
"Institute for Clinical Social Work","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","13","1","2","1","1","0","7","1","1","0","51","17","0","0","0","0","2","0","77","20","0","97","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","3",
"Total","13","1","2","1","1","0","7","1","1","0","52","17","0","0","0","0","2","0","78","20","0","98","4",
"Judson University","","","","","","","","","","","","","","","","",
"Undergraduate","72","29","2","1","15","7","115","117","0","3","280","225","0","0","17","22","84","59","585","463","0","1,048","1",
"Graduate","24","4","0","0","0","2","14","9","0","0","81","38","0","0","0","1","12","6","131","60","0","191","2",
"Undeclared/Non-degree Seeking","1","0","0","0","0","0","2","3","0","0","13","9","0","0","1","2","4","9","21","23","0","44","3",
"Total","97","33","2","1","15","9","131","129","0","3","374","272","0","0","18","25","100","74","737","546","0","1,283","4",
"Knox College","","","","","","","","","","","","","","","","",
"Undergraduate","75","39","0","0","45","28","125","71","0","2","363","285","41","22","107","119","14","5","770","571","0","1,341","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","1","0","0","0","1","1","0","0","0","7","3","0","0","0","1","1","0","9","6","0","15","3",
"Total","75","40","0","0","45","29","126","71","0","2","370","288","41","22","107","120","15","5","779","577","0","1,356","4",
"Lake Forest College","","","","","","","","","","","","","","","","",
"Undergraduate","47","35","3","1","48","38","134","72","0","0","478","358","23","28","58","56","32","19","823","607","1","1,431","1",
"Graduate","0","0","0","0","2","0","2","0","0","0","5","1","0","1","0","0","1","0","10","2","4","16","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","1","0","0","0","3","8","0","0","7","1","8","13","19","22","5","46","3",
"Total","47","35","3","1","50","38","137","72","0","0","486","367","23","29","65","57","41","32","852","631","10","1,493","4",
"Lake Forest Graduate School of Mgmt.","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","19","12","0","0","37","25","14","17","2","2","104","89","1","1","0","1","17","22","194","169","0","363","2",
"Undeclared/Non-degree Seeking","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","2","0","3","3",
"Total","19","12","0","0","38","26","14","17","2","2","104","90","1","1","0","1","17","22","195","171","0","366","4",
"Lakeview College of Nursing","","","","","","","","","","","","","","","","",
"Undergraduate","19","1","0","0","10","2","3","3","1","0","139","32","0","0","0","0","5","0","177","38","0","215","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","1","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","8","0","0","8","3",
"Total","20","1","0","0","10","2","3","3","1","0","146","32","0","0","0","0","5","0","185","38","0","223","4",
"Lewis University","","","","","","","","","","","","","","","","",
"Undergraduate","137","98","5","0","89","104","491","381","3","2","1,391","1,253","67","58","16","53","125","86","2,324","2,035","0","4,359","1",
"Graduate","132","57","4","0","49","31","155","69","3","1","660","355","26","19","33","49","188","96","1,250","677","0","1,927","2",
"Undeclared/Non-degree Seeking","5","8","1","1","5","2","16","18","0","0","57","52","2","8","0","0","24","26","110","115","0","225","3",
"Total","274","163","10","1","143","137","662","468","6","3","2,108","1,660","95","85","49","102","337","208","3,684","2,827","0","6,511","4",
"Lincoln Christian University","","","","","","","","","","","","","","","","",
"Undergraduate","18","14","1","1","1","2","5","6","0","0","182","176","0","0","8","9","6","8","221","216","0","437","1",
"Graduate","17","12","0","1","0","4","1","1","1","0","81","161","0","0","3","6","7","10","110","195","0","305","2",
"Undeclared/Non-degree Seeking","1","0","0","0","0","0","1","0","0","0","20","15","0","1","1","1","2","0","25","17","0","42","3",
"Total","36","26","1","2","1","6","7","7","1","0","283","352","0","1","12","16","15","18","356","428","0","784","4",
"Lincoln College","","","","","","","","","","","","","","","","",
"Undergraduate","234","214","2","0","1","1","31","42","0","0","201","159","0","0","3","8","101","55","573","479","0","1,052","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","2","0","0","4","1","0","1","0","0","41","23","0","0","0","0","6","0","51","27","0","78","3",
"Total","234","216","2","0","5","2","31","43","0","0","242","182","0","0","3","8","107","55","624","506","0","1,130","4",
"Loyola University of Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","428","176","18","4","466","223","1,154","573","0","0","3,637","1,839","0","0","340","287","1,327","659","7,370","3,761","0","11,131","1",
"Graduate","95","65","9","3","209","107","344","155","0","0","1,772","908","0","0","277","193","590","338","3,296","1,769","0","5,065","2",
"Undeclared/Non-degree Seeking","14","5","1","0","14","4","34","18","0","0","160","91","0","0","57","23","75","29","355","170","0","525","3",
"Total","537","246","28","7","689","334","1,532","746","0","0","5,569","2,838","0","0","674","503","1,992","1,026","11,021","5,700","0","16,721","4",
"Lutheran School of Theology at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","6","3","0","1","1","0","6","7","0","0","69","54","0","0","0","0","16","33","98","98","0","196","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","2","3",
"Total","6","3","0","1","1","0","6","7","0","0","70","54","0","0","0","0","16","34","99","99","0","198","4",
"MacCormac College","","","","","","","","","","","","","","","","",
"Undergraduate","120","44","1","0","1","0","41","20","1","0","43","5","1","1","0","0","0","0","208","70","0","278","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","120","44","1","0","1","0","41","20","1","0","43","5","1","1","0","0","0","0","208","70","0","278","4",
"MacMurray College","","","","","","","","","","","","","","","","",
"Undergraduate","7","29","1","0","0","1","8","11","0","1","170","139","7","14","0","1","4","11","197","207","0","404","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","7","29","1","0","0","1","8","11","0","1","170","139","7","14","0","1","4","11","197","207","0","404","4",
"McCormick Theological Seminary","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","60","47","7","3","5","12","5","31","0","0","11","11","0","0","1","1","3","15","92","120","0","212","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","3",
